Topic_Num,Topic_Perc_Contrib,Keywords,Text
9.0,0.978,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","Business model innovation (BMI) refers to the look for new business logic and new ways to make and capture value for stakeholders. It focuses totally on finding new ways to come up with revenues and define value_propositions for customers, suppliers and partners. Due to the ever-increasing pace of technological developments and access to new technologies, alliances became a critical competitive advantage in many industries. While checking out BMI opportunities, incumbents are increasingly venturing into new business segments. Against the background of an absence of experience and/or resources, firms searched for partners to get access to necessary resources. We call such an alliance a business_model innovation alliance (BMIA)."
9.0,0.9739,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","A company's ""portfolio of value_propositions"" to its various external stakeholders, such as consumers, investors, and resource owners, is one of its most important resources. We fill a vacuum in the value_proposition literature in this paper by highlighting qualities that distinguish new company value_propositions from existing resources, as well as factors that make them useful. A value_proposition is defined as something that facilitates and improves commercial transactions between a new business and its external stakeholders. According to the article, two elements distinguish new company value_propositions: (1) business transactions with one or more external stakeholders, and (2) investments to establish and improve a new firm's value_propositions that enable business transactions."
9.0,0.9731,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","Moreover, we suggest that digitalization might facilitate harnessinglatent comparative advantages to diversify trade. Digitalization reduces transaction costs which have been identified as one impeding factor to exploiting latent comparative advantages. Hence, it might be valuable for developing countries to re-assess latent comparative advantages related to digitalization-enabled tasks, products and sectors which exhibit higher growth rates compared to traditional tasks, products and sectors (e.g. due to network and scale effects). "
9.0,0.9724,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","limitations in material choice and lack of flexibility at the suppliers influence the overall communication of the new product meaning. Ambiguous product meanings interfere with clearly addressing the tangible and intangible needs of consumers. Therefore, it hinders consumers from interpreting and understanding the added value of the products,
which prevents companies from capturing this added value. This study demonstrates the need to recognize the different enablers and barriers that influence the innovation of product meanings throughout all phases of the product-development process, to strengthen value_creation for both consumer and company."
9.0,0.9716,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","How disruptive_innovations have helped man to master his enemies and extend his power and influence. The use of the bow and arrow, and gunpowder in later centuries are instances of how the adoption of a disruptive technology and its innovative application had decisively impacted the creation of new empires and kingdoms.Over the course of history, mankind has perfected its industry by not only relying on disruptive technical evolution but also by reinventing it as new resources have created new technical means and made possible disruptive_innovations."
9.0,0.9716,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","Organizations should clearly articulate, and, when needed, change the value_proposition – the value created for users by an offering based on technology. A remarkable value_proposition focusses on jobs, pains, and gains that matter to customers and achieves those exceedingly well. It is vital to identify how the organization helps customers perform a specific job that alternative offerings do not address. The value_proposition dimension contains a portfolio of solutions for customers and how they are offered. The dominant business_model is vulnerable to anyone who can use technology to create a better value_proposition for multiple_stakeholders."
9.0,0.9655,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","The customer value_proposition is a core construct of marketing and has been recognized as the firm's single most important organizing principle. It is defined as “a strategic tool facilitating communication of an organization's ability to share resources and offer a superior value package to targeted customers” . Seen through a strategic lens, customer value_propositions have a dual role. First, they communicate a superior value_creation potential to targeted customers. Second, they summarize the essence of marketing strategy decisions and signal implementation priorities to the actors in the supplier organization."
9.0,0.9642,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","If Internet startup customers in the 1990s gained value from brand_reputation and quality assurance, customers in the 2000s gained value from security services and privacy protection provided by each startup. In the 2010s, customers gained trust value from security services and legitimacy. Customers seem to care increasingly about privacy_and_security, as, the more the world modernizes and technology develops, the more we are threatened by possible information leaks"
9.0,0.9628,"customer, business_model, value_propositions, company, resource, value_proposition, technology, strategy, supplier, innovation","Firms must appreciate a worldwide corporate culture in order to comprehend and manage varied cultural values, attitudes, and behaviours. Culture and values, as well as shared assumptions, can be examined at two levels of an organization's culture. Understanding each element is essential to comprehending an organization and its managers' behaviour. Importantly, the organization's power base is mirrored in how certain activities are carried out."
10.0,0.9814,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","When entrepreneurs begin the process of organizing their new_ventures, they encounter contexts in which other people—vendors, investors, employees, customers, regulators, and so forth—already have their own expectations concerning entrepreneurship and the practices, processes, and products they will be offered ([ 5]). Such expectations will constrain, to some extent, entrepreneurial creativity and innovation. Of course, those expectations might also educate entrepreneurs by showing them what they are supposed to do, depending on the context. Many of these expectations come from institutions, which are collections of stable rules and roles with a corresponding set of meanings that constrain actions ([20]), leading humans to select activities based on their appropriateness, rather than on more technical but potentially less appropriate criteria ([14])."
10.0,0.9724,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","In addition to being used to reengineer business processes, create new products, developing new ways of engaging stakeholders and communities, this knowledge can be effectively deployed for developing new Business Models. In particular, the presence of a trained staff who has the ability to technically handle Business Development and recognize its importance as a valuable source of business information, together with the widespread diffusion of a data-driven corporate culture and knowledge management systems capable of collecting, storing, sharing and utilizing the obtained information, gives firms the opportunity to implement new value_creation mechanisms."
10.0,0.9716,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","To deal with discontinuous innovation, firms must master three distinctstages or disciplines, idea generation (ideation), incubation (validation), and growth (scaling). While these three stages can also apply to incremental_innovation, being successful at discontinuous innovation requires leaders to be more sophisticated at managing these stages (see Table 1), especially in how they approach scaling. Furthermore, mastering only one or two of these stages is insufficient. Having new ideas that do not meet the market test, having market-tested ideas that can not be scaled, or scaling ideas that are not market validated are all recipes for failure. Success needs all three."
10.0,0.9698,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","To manage disruption requires leaders to balance the tension between exploiting a core business that generates reliable, short-term results, and exploring into new areas where results are uncertain, even if the long-term payoff may prove to be attractive. Too often, organizations, faced with potential disruption from competitors, commit resources to generate new ideas for exploration but struggle to convert these ideas into meaningful businesses"
10.0,0.9613,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","A development team with OA has the ability to handle uncertain situations by integrating both the internal and external capability of the organization. For example, agile development teams can detect changes in technology and customer demand and rapidly respond to these situations to manipulate the NPD process [17] for the purpose of improving the competitive advantage of the firm through innovation. Hence, it is vital that an organization adopt greater agility in the process of developing new products to cope with unpredictable situations"
10.0,0.9491,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","A value_proposition reflects the overall objective of a Business Model (BM) and orchestrates other BM components to create, deliver, and capture value. Although value_propositions should be used to shape other components of BMs (in a topdown manner), the current literature too often takes the opposite route by suggesting that value_propositions are derived from other BM components."
10.0,0.9431,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","In internet culture, lurkers are a special group of website users who regularly login to online communities but seldom post.four types of lurking reasons are identified: environmental influence, personal preference, individual-group relationship and security consideration."
10.0,0.9256,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","A organised process for deconstructing value_propositions is built using the business system framework. This paradigm is expanded to understand the value-in-use that arises from many contacts, to encompass learning processes, and to realise its interactive and recursive nature."
10.0,0.9256,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","The heightened dynamic environment calls for cooperation, partnership and strategic alliances. Resource sharing to create value and the formation of partnerships to promote innovation and enhance financial return are emerging  as can be seen with formalized overbooking collaborations."
10.0,0.9194,"idea, innovation, expectation, process, value_creation, stage, situation, value_propositions, component, customer","Visualization of the business_models by highlighting the importance of partners, customers or other exchange partners and the importance of cooperation in the value_creation process will also create value for customers."
11.0,0.9785,"service, actor, digital, innovation, company, transformation, flow, specify, undertake, change","SMEs nowadays are pretty used to the term ""digital transformation"" as a key term to express organizational changes influenced by digital_technologies. The digital transformation that induces a radical change in organizations is expressed by all of the scientific articles, while its concrete definition is not been widely accepted till now. The acceleration in digital technological development, together with the increasing globalization of associated economies, is increasing innovation cycles for products and services. It is creating new business_models and transforming operational, management, and organizational structures of existing businesses and consumers. Many companies, especially SMEs, struggle to engage in a coherent global digital transformation process, despite the importance of digitalization."
11.0,0.978,"service, actor, digital, innovation, company, transformation, flow, specify, undertake, change","Another key task for value_capture in this phase was deciding on the profit formula. This meant taking the initial estimates from the first phase further by clearly defining how and under what conditions each party would profit from the agreement. Specifically, agreements must be formulated on how costs and revenues will flow under defined operating conditions and in various scenarios. In essence, such a mechanism defined the governance structure that will facilitate a smoothly operating outcome-based_service. During this phase, value-capture activities became more quantifiable and concrete as operational routines were fleshed out. Thus, issues such as risk assessment, revenue flow and cost structure, and the development of appropriate outcome indicators became central subtasks."
11.0,0.9775,"service, actor, digital, innovation, company, transformation, flow, specify, undertake, change","Four basic elements underlie a structuralist approach to ecosystems. Collectively they characterize the configuration of activities and actors required for a value_proposition to materialize. Activities, which specify the discrete actions to be undertaken in order for the value_proposition to materialize. Actors, which are the entities that undertake the activities. A single actor may undertake multiple activities; conversely, multiple actors may undertake a single activity. Positions, which specify where in the flow of activities across the system actors are located and characterize who hands off to whom. Links, which specify transfers across actors. The content of these transfers can vary—matériel, information, influence, funds. Critically, these links need not have any direct connection to the focal actor."
11.0,0.958,"service, actor, digital, innovation, company, transformation, flow, specify, undertake, change","Predominantly changes in the form of new offers (products, services, or solution packages in the form of cloud_computing or predictive_maintenance) are driving changes in the BM. As the number of offers, such as services and solution packages, increases, customer_relationships are intensified. Relationships morph into long-term collaborations to satisfy customer needs."
11.0,0.954,"service, actor, digital, innovation, company, transformation, flow, specify, undertake, change","With the widespread use of smartphones in the medical workplace, software applications with the ability to translate between languages represent a potentially convenient and inexpensive adjuvant to professional interpretation services. It may also be a useful option for clinicians working in rural areas devoid of professional interpreter services"
11.0,0.9517,"service, actor, digital, innovation, company, transformation, flow, specify, undertake, change","Innovation also ensures the continuity and sustainability of a company. An innovation could be an implementation of a new product or process (good or service) or its significantly improved version, a new marketing method, or a new organizational method in business practices, workplace organization, or external relations (OCDE, 1997) (Santos et al., 2019: 01).
Saraiva and D’Orey (1999) argued that innovation is an added value to the competitive level of companies, making a difference in the survival of organizations in environments of increasing change and in the struggle for the same objectives (Santos et al., 2019: 2)."
11.0,0.9356,"service, actor, digital, innovation, company, transformation, flow, specify, undertake, change","Composing of interacting subsystems are always to some degree interdependent and intercoperate exclusively by using redefined,stable interfaces in order to connect the platform by modules and add functionality to the platform."
11.0,0.9309,"service, actor, digital, innovation, company, transformation, flow, specify, undertake, change",New tools and technologies are already beginning to excite the entire healthcare system and offer high hopes for transforming the delivery of medical services in the near future - increasing efficiency and improving patient care.
12.0,0.9731,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","Partners provide an SME with knowledge acquisition and learning, as well as important resources. Scalability may require finding new distribution channel partners and outsourcing non-core technology development or service provision to third parties. Digital technologies enable integration and connectivity with third-party services that are provided by global value network partners through application programming interfaces. A SME’s “digital networking capability” becomes of ultimate importance for its growth; in other words, SMEs need to co-create value with various digitally connected partners."
12.0,0.9716,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","New companies committed to scale need to operate across_borders, innovate relentlessly, profitably adopt emerging technologies, and execute capital investment programs that enable them to meet aggressive growth objectives. The successful operations of such companies depend on their constructive engagement with multiple external stakeholder groups. Each stakeholder group has unique needs and objectives. The multiplicity of critically relevant external stakeholders necessitates the formulation of multiple valuable propositions that target very different groups with dissimilar roles, needs, and priorities."
12.0,0.9716,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","New companies committed to scale need to operate across_borders, innovate relentlessly, profitably adopt emerging technologies, and execute capital investment programs that enable them to meet aggressive growth objectives. The successful operations of such companies depend on their constructive engagement with multiple external stakeholder groups. Each stakeholder group has unique needs and objectives. The multiplicity of critically relevant external stakeholders necessitates the formulation of multiple valuable propositions that target very different groups with dissimilar roles, needs, and priorities."
12.0,0.9698,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","When ML and AI are used improperly, the results can be undesirable. Unfortunately, several of the firms interviewed noted that it can be hard in today’s competitive world of computing to find good data scientists.15 The chief executive officer (CEO) of Leverton, Abhinav Somani, stated that companies are probably experiencing challenges applying ML and AI because it takes specialists, and it is best to hire PhDs and high-caliber professionals with hands-on experience in developing scalable solutions. He also noted that real estate technology and other start-ups may have trouble hiring from these specialized talent pools when competing with major companies. Successful real estate technology firms must find good talent to help avoid common pitfalls of ML.(Viriato, 2019)"
12.0,0.9655,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","If not appointed because of an existing relationship, moderators earned their status by being a positive influence in the channel and/or a frequent viewer, which brought them to the streamer’s attention and subsequent appointment as a moderator. This appeared to be the most common path to becoming a moderator and considered equivalent to a recognition and promotion of sorts. “You don’t become a moderator without first being a member of the community."
12.0,0.9613,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","The ecosystem model of scaling social impact has its practical implications. It can help social impact practitioners to improve their strategies with a better understanding of the elements of the ecosystem they need to be aware, foster, or build. It can help policymakers consider which kind of policies creates favorable conditions for a larger scale of social change. It can promote philanthropy leaders and impact investors pay more attention to the role of institutional infrastructure in facilitating and amplifying the scaling of social impact, rather than merely focusing on organizational growth."
12.0,0.9613,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","Technology disruption takes place when the performance of a new technology dominates the current mainstream technology. In other words, technology disruption occurs when the performance of new technology surpasses the performance of the dominant one. Firm disruption means the market share of a firm whose products benefit from a new technology exceeds the market share of the largest firms in the mainstream market”."
12.0,0.9491,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","According to the research, there is a favourable relationship between entrepreneurship and economic growth, particularly in developed nations. Economic growth in rural regions lags behind that in metropolitan areas, and encouraging entrepreneurship might be a realistic method for regional development."
12.0,0.9463,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","Focusing on design for the process of companies let individual projects , internal processes, and entire business_models innovate as design’s heritage is often manifested in physical products, allowing, through the set of choices made by designers and engineers, for the development of technological solutions focused on meeting a market need or demand."
12.0,0.9431,"technology, company, stakeholder, growth, need, partner, innovate, group, objective, moderator","Social businesses'  operations are seen as effective; nonetheless, social enterprises must build long-term cross-order collaboration and boost regional social and economic growth. The role of social entrepreneurship as a microeconomic method that involves communities and enterprises in the economic and social development of border regions while also contributing to social cohesion.
"
13.0,0.9839,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","Over 66 percent of the world's population (4.92 billion) uses mobile phones, and more than half of them use social media as a result of the digital technology revolution and tremendous expansion of smart phone usage. Mobile social networking has evolved into a critical communication tool, a new trend, a necessity, and a way of life. With information transparency, consumer value shifts quickly, and rapid adaption of similar services in the market place makes it critical for suppliers to keep up with these shifts, which have a direct impact on customer happiness and loyalty. The study considers WeChat (1 billion active users) as the company under study and compares it to WhatsApp (1.5 billion active users) as the main competitor in the industry to establish a value_proposition in the real world. Customers' perceptions of value for mobile social networking services are identified, followed by a critical review of the existing value_proposition of WeChat with Whatsapp to identify gaps, and lastly, a new value_proposition for WeChat is proposed."
13.0,0.9827,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","A key aspect of research on ecosystems is to identify the bottlenecks in the ecosystem stemming from innovations in technologies and business_models and to illustrate how they impact firms (Adner and Kapoor 2016; Kapoor and Furr 2015). It is also important to consider how firms may allocate resources to resolve bottlenecks in their ecosystems through R&D investments, alliances, or even integration into the activities underlying the bottleneck component (Ethiraj 2007 Adner and Kapoor 2016; Hannah 2016; Zobel et al. 2017). Other strategic choices entail choosing markets or technologies where bottlenecks are either relatively easily resolvable or where firms’ control over the bottleneck component may provide it with a source of rents (Baldwin 2018b). Finally, an important implication of the existence of bottlenecks in an ecosystem is that firms would need to develop architectural knowledge not only at the level of the product (Henderson and Clark 1990) but also at the level of the ecosystem. Such knowledge can enable firms to recognize bottlenecks and can provide an important source of competitive advantage as evidence through Edison’s success with electric lighting (Hughes 1993)."
13.0,0.9746,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","Companies with disruptive value_propositions target emerging customer segments rooted in low-end or new_markets. Hence, companies continuously innovate their value_propositions to move upmarket and attract an increasing share of the mainstream market.. Market disruption occurs when the business_model’s value_proposition is brought into the mainstream market. Thus, DI is a market-side phenomenon related to how appealing a value_proposition is initially to niche customers, and how a company is able to continuously innovate the value_proposition to attract larger shares from mainstream customer segments."
13.0,0.9707,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","The elemental version of our value_proposition perspective applies to multiple_stakeholders and incorporates what we call “reciprocal dialogues”. It highlights the need for a new company to develop two types of value_propositions (1) value_propositions to anchor business transactions (set prices for good and services) or investment (set company valuation), and (2) value_propositions to attract external partners to make commitments to create and improve the already existing value_propositions that enable business transactions (set terms for information and technology exchanges during product feature co-creation)."
13.0,0.9698,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","Apart from the identification of the enablers and barriers, the case study (Swedish furniture company) provides insights on how they are connected. Nearly all enablers and barriers are connected to other issues in the product-development process. Some of these links demonstrate the trade-offs FurnitureCO encounters in the product-development process. For example, the color and material matrix enables the company to manage the quality of the furniture in the product-development process, but at the same time it forms a barrier
towards establishing collaborations with the right designers."
13.0,0.9678,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","investigation of the technological dimension has provided the following important perspectives: (i) the R&D leading to the creation of technologies for Disruptive innovation may indeed be extremely challenging and is hence suitable as an agenda for use-inspired upstream research in companies as well as in universities and (ii) by creating technology candidates for Disruptive innovation ahead of competitors, the firm could command a substantial lead in exploiting them for subsequent Disruptive innovations and building unique core competences"
13.0,0.9628,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","Obtain continuous responses from the staff, incorporating their mind into the new process of change to ensure the internal processes are smoothly running according to the plan. By ensuring that a company strictly follows these recommendations and adopts the recommended value_proposition and implementation strategy, they should stimulate a competitive advantage, which not only will help mitigate the competitive threat but shall escalate the brand image as the leader in the sector."
13.0,0.9613,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","For a service ecosystem to profitably scale up and become sustainable, it must manage the integration of the norms, rules, and habits that customers and other engaged actors appreciate and with which they want to be associated. Both Eataly and KidZania have developed and manage innovations that resonate with the values among customers and other actors in many markets and thus add value for the society and the local community."
13.0,0.9597,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","Attracting new members raises the challenges of (i) recruiting new members, (ii) selecting the right members, (iii) retaining newcomers until they have robust ties to the community, (iv) teaching newcomers about expected behavior, and (v) protecting the community from potentially damaging behavior of newcomers"
13.0,0.9597,"ecosystem, company, value_proposition, technology, innovation, value_propositions, community, bottleneck, business, customer","The ongoing dynamic occurring at operational level by system of procedures can be optimized for measuring, mapping and integrating activities and further improvements become necessary on the side of streamlining the process of operations by recurring to the ecosystem resources which require in-depth integration among business units to ensure viability of processes in value_capture
operations."
14.0,0.9628,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","Enabling efficient infrastructure sharing by different network users, opening the ecosystem to new players, and accelerating time to market by reducing service creation and activation times with the logical interface between network and business applications by providing an abstraction of the network towards applications and interfaces let easy service creation, optimization and expose actionable network insights to application and content providers, enterprises, and industry verticals."
14.0,0.9628,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","In cross-border business, the firms can add value with co-specialization in which an asset owner is not aware of the value of its assets to other parties with assets whose value will be enhanced through combination.This happens because the markets for co-specialized assets are necessarily thin, and are frequently global in nature. This enables systemic innovation to proceed and to allow value appropriation in multi-invention contexts by combining the co-specialized assets."
14.0,0.9597,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","However, it is important to note that value_capture extends beyond contractual and legal agreements. For example, when partners are focused on value-in-use as the basis for value_capture, trust between partners becomes necessary support for control-based relationships centered on contracts and other legal agreements"
14.0,0.9597,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","More research is required to understand the process of experimentation with novel and impactful business_models. First, what are the boundary conditions under which the experimentation process can produce useful outcomes in terms of high novelty and/or impact for startups or incumbent firms Second, we need to know more about the details of the process itself, such as content, sequencing, types of participants, pace, and rhythm. For instance, how should entrepreneurs or managers decide on which asumptions to test first? "
14.0,0.9517,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","Digital health includes different technological advances such as telehealth and telemedicine. Telehealth is the use of electronic information and telecommunication technologies to support and promote long-distance clinical health care, patient and professional health-related education, public health, and health administration."
14.0,0.9431,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","This has also been confirmed frequently: Big Data (new data_sources), automation (changed machine functions), interconnections along the value chain (breakup up of non-transparency) and digital customer interfaces create the foundations for new BMs and potentially restructure the individual sectors."
14.0,0.9396,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","Different members (or sides) of the ecosystem coalescing around a platform have motivations and interests that may diverge even as they jointly create value. Not surprisingly, some relationships are cooperative and some are competitive. Yet others, however, are co-opetitive."
14.0,0.9356,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","Digital offerings are well suited to rapid test-and learn iteration because they are software_based. Software coders can develop a minimum_viable_product, release it to customers or a test group, and get immediate feedback. Based on the feedback, a company can quickly enhance or discard the product."
14.0,0.9256,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","Companies can actively combat a negative country image by expanding their home bases, purchasing in developing nations, and acquiring through abroad subsidiaries."
14.0,0.9256,"asset, health, application, interface, value_capture, innovation, result, company, cospecialized, partner","The golden nugget is to use more advanced forms of analytics to make better decisions and become data-driven.
Organizations that have managed to embrace and scale up the usage of advanced analytics are typically in better positions than their competitors with respect to financial and operational results"
15.0,0.981,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","One distinguishing feature concerns the rapidness of growth, with the highest pace of growth typically evident in the scaling stage of the organizational life cycle (Coad, 2018). In fact, many scaling firms exhibit hyper growth rates exceeding 40% annually (World Economic Forum, 2016), which is substantially above the 20% rate that normally denotes high growth (OECD, 2007). Another distinct feature of scaling strategies is that, compared to high growth in mature firms, which typically deal with path dependencies and rigidities while attempting to grow (Sirmon et al., 2011), scaling firms need to deal with a sense of turmoil, chaos, and great inefficiencies while growing. This is because the internal organization of scaling firms is neither well developed nor cost-optimized (DeSantola and Gulati, 2017; Sullivan, 2016), and there are limits for an organization to learn from prior experience if resource development is compressed in time (Dierickx and Cool, 1989)."
15.0,0.9764,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","Companies whose dominant business_model is ecosystem driver — in both B2B and B2C domains, such as energy_management, home_ownership, and financial_services — experienced revenue growth approximately 27 percentage points higher than the average for their industries, and had profit margins 20 percentage points above the average for their industries, according to our research.2 That 2019 global survey of 1,311 executives also found that successful drivers achieve outsized results by attracting the partners needed to provide complementary — and competing — products and services that make their ecosystems seamless “one-stop shopping” destinations for customers."
15.0,0.9746,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","To define the value created and shared in the firm’s innovation ecosystem as a process, we focus not only on the implications of value activities as a strategic resource but we rather adopt a much broader perspective of the value system. The model offers a new way of analyzing three frameworks which stimulate this broader process (value chain, OI and BM), pointing to create an efficient BPM structure across the firm’s innovation ecosystem. Managerial improvements can benefit from this wider perspective by raising quality of open integrated processes, understanding and streamlining distinctive value system operations, implementing measurements and controls by continuous_improvement on the use of unique_resources (subset of primary and secondary activities) "
15.0,0.9724,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","‘‘Big Data” is a fundamental element of digitalisation and already a valuable raw material for many industries. In combination with ‘‘Artificial Intelligence”, it is possible to structure, analyse, evaluate and use large amounts of data as a basis for
 software programs that can generate new (or extended) knowledge with the technology of ‘‘Machine Learning”. From this, future forecasts can be derived as well as used in optimization measures. Often ‘‘Deep Learning” is used, which is based on the human brain and uses artificial neural networks to mimic the learning processes of humans. This makes it possible to use data volumes meaningfully across the entire value chain"
15.0,0.9716,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","Online consumers are searching and evaluating information regarding the effectiveness of apparel through the virtual product experience (Yu, Lee, & Damhorst, 2012). Therefore, online shops on their websites try to provide the consumer with the most realistic experience, similar to shopping in a brick-and-mortar store. This is achieved through the integration of advanced image interactive technology (Yu et al., 2012), which enables the creation and manipulation of the products or the environment to simulate the actual experience with the product and the environment (Yang & Young, 2009), for example: expansion or zoom, 3D rotation and personal 3D models in a virtual fitting room for trying on apparel. Per authors Loker, Ashdown, and Carnrite (2008); Kim and LaBat (2013); Yang and Young (2009); Boonbrahma, Kaewrata, and Boonbrahma (2015) virtual fitting technology in the online store solves problems such as the fit of ready-to-wear apparel, choosing the appropriate size and style, and overconsumptionof time on the purchase."
15.0,0.9698,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","The horizontal and vertical integration of the value chain and the related interoperability expands firms’ traditional_boundaries due to the organization and the stakeholders’ network. New actors arise and the role of existing ones is changing. As a consequence, new ways of creating and offering value through ecosystems that goes beyond individual value chains are raising. Accordingly, traditional manufacturing companies oriented to product sales, feel increasingly compelled to revise their existing Business Models in response to new competitive dynamics and to tap into those Industry 4.0 inspired opportunities"
15.0,0.9628,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","the ecosystem may be defined as the part of the environment with which an organization interacts. Consequently, in a pragmatist view, the ecosystem is performed by the choices—deliberate, emergent or constrained—made by an organization concerning its business_model. firms have various choices for navigating nascent ecosystems. They may follow a positioning logic driven by the search for bargaining power, a competency logic driven by their pre-existing capabilities or a bottleneck logic driven by entering bottleneck components of the ecosystem to create value."
15.0,0.9597,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","In the case of international businesses, organizational routines, governance systems, and business_models cannot generally be protected by the instruments of IP law and the absence of secure property rights is likely to handicap the operation of the market which indicates that foreign direct investment is likely an important vehicle by which firms capture value from innovation."
15.0,0.9597,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member","A traditional success metric for new projects, even today, is return on investment. But ROI doesn’t help you understand what value a project adds for customers, at least not directly. Further, to calculate it you need to estimate both investments and returns, which is precisely what you haven’t figured out yet. What you need to do instead is identify metrics that are more closely linked to the specific improvements you hope digital initiatives will bring about."
15.0,0.9597,"ecosystem, customer, growth, consumer, technology, industry, chain, company, data, member",Customers as core members of a business ecosystem interact and influence other members of the business ecosystem.  Word-ofmouth communication occurs among business ecosystem members. Customers exchange messages related to their experiences with others customers as well as with firms in the business ecosystem. WOM communication influences many members of the business ecosystem as well as individual entities like focal firms or keystones.
16.0,0.9707,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","The introductory and the alignment space are suggested to complement the common exploratory, ideation, and prototyping and testing spaces of Design Thinking to appropriately accommodate the Circular Business Model Innovation context. The framework comprises a Circular Business Model Innovation toolbox (in the form of a system diagram, an idea map, Circular Business Model principles, best practice exemplars and business_model elements) that is complemented with innovation techniques of a general character to apply throughout the innovation process."
