Topic_Num,Topic_Perc_Contrib,Keywords,Text
5.0,0.9735,"innovation, company, business_model, industry, performance, data, system, asset, digital, capability","New companies committed to scale need to operate across_borders, innovate relentlessly, profitably adopt emerging technologies, and execute capital investment programs that enable them to meet aggressive growth objectives. The successful operations of such companies depend on their constructive engagement with multiple external stakeholder groups. Each stakeholder group has unique needs and objectives. The multiplicity of critically relevant external stakeholders necessitates the formulation of multiple valuable propositions that target very different groups with dissimilar roles, needs, and priorities."
5.0,0.9735,"innovation, company, business_model, industry, performance, data, system, asset, digital, capability","Support Vector Regression Algorithm will serve to prompt or warn contractors before the commencement and during the execution of projects about profit performance. The SVRA model aid contractors to predict profit on completion before the commencement of projects. This will equip contractors seeking to enhance profit by helping them make informed and objective decisions towards the maximization of profit. It will provide contractors with relevant signals on the influence of any change in the significant variables used in the determination of profit because of the client (variations or payment issues), or the contractor (labor-management).(Adinyira et al., 2021)"
5.0,0.9735,"innovation, company, business_model, industry, performance, data, system, asset, digital, capability","How disruptive_innovations have helped man to master his enemies and extend his power and influence. The use of the bow and arrow, and gunpowder in later centuries are instances of how the adoption of a disruptive technology and its innovative application had decisively impacted the creation of new empires and kingdoms.Over the course of history, mankind has perfected its industry by not only relying on disruptive technical evolution but also by reinventing it as new resources have created new technical means and made possible disruptive_innovations."
6.0,0.9845,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","a critical strategic choice for complementors is whether to specialize in one particular platform ecosystem or leverage multiple platforms. Conventional wisdom, and much of the literature on multihoming—that is, the decision of complementors to participate in one or multiple platform ecosystems (e.g., Bresnahan et al., 2015b; Landsman and Stremersch, 2011)—would suggest that complementors should exploit the market opportunities as much as possible; hence, they should expand their market reach across platform ecosystems and product spectrums to benefit from economies of scale. Other scholars have also advanced that complementor firms can obtain benefits from economies of scope by leveraging shared resources to increase the variety of product offerings across different product categories (Yoo et al., 2010; Tiwana, 2015). However, opposing findings highlight the potential trade-offs of product design (co)specialization that complementors face when choosing to develop their products for multiple platform ecosystems (Cennamo et al., 2018). Indeed, these trade-offs raise questions of whether and to what extent complementors should expand the scale and scope of their product offerings within and across platform ecosystems."
6.0,0.9823,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","One distinguishing feature concerns the rapidness of growth, with the highest pace of growth typically evident in the scaling stage of the organizational life cycle (Coad, 2018). In fact, many scaling firms exhibit hyper growth rates exceeding 40% annually (World Economic Forum, 2016), which is substantially above the 20% rate that normally denotes high growth (OECD, 2007). Another distinct feature of scaling strategies is that, compared to high growth in mature firms, which typically deal with path dependencies and rigidities while attempting to grow (Sirmon et al., 2011), scaling firms need to deal with a sense of turmoil, chaos, and great inefficiencies while growing. This is because the internal organization of scaling firms is neither well developed nor cost-optimized (DeSantola and Gulati, 2017; Sullivan, 2016), and there are limits for an organization to learn from prior experience if resource development is compressed in time (Dierickx and Cool, 1989)."
6.0,0.982,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","In contrast, online communities for low-skilled micro-task platforms were more controlled with little opportunity for crowdworkers to interact with each other. This, Gerber argued, was done to curb ‘irresponsible autonomy’ or worker resistance. Moreover, Gerber finds the design of community spaces as forms of indirect control via ‘community engineering’ whereby workers used these spaces individually to cope with their negative work experiences and thereby minimizing contestation and conflict. Therefore, these spaces did not become vehicles for building collective worker power. Rather, they were designed as instruments of selfregulation and self-disciplining, turning workers into self-managers."
6.0,0.9816,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","The customer value_proposition (CVP) is an important tool for expressing how a business intends to give value to its customers. Despite the fact that managers and academics are increasingly using CVP nomenclature, the notion remains poorly understood and implemented; despite the wide scope of study on the value concept, relatively little research on this topic has been published. In response, this article provides a comprehensive review of the fragmented CVP literature, highlighting the lack of a strong theoretical foundation; distinguishes CVPs from related concepts; proposes a conceptual model of the CVP that includes antecedents, consequences, and moderators, as well as several research propositions; illustrates the application of the CVP concept to four different companies; and advances a compelling research agenda."
6.0,0.9791,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","Our analysis reveals that complementors face a trade-off regarding their scale- and scope-enhancement strategies: they are better off either specializing in one product category and exploiting potential economies of scale across multiple platform ecosystems or specializing in one platform ecosystem and exploiting potential economies of scope by expanding their product offerings across multiple product categories. In other words, for optimal performance, complementors should increase their investments and efforts within a specific product category and expand its scale across various platform ecosystems—what we call “category_specialization”—or they should increase their investments and efforts within a single platform ecosystem while achieving scope benefits across various product categories in that platform ecosystem—what we call “platform ecosystem specialization.”"
6.0,0.978,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","Companies are transforming themselves digitally to re-think what their clients like and make operating models which will fully benefit what's newly possible and differentiate themselves from their competition. Innovation stays critical to improving society, business growth, and maintaining a competitive benefit inside markets during this landscape. On top of this, the innovation process continues to be an iterative, uncertain, interactive, path-dependent, context-specific and multi-tasking undertaking. It, therefore, remains the case that a critical subject matter in business is to become conscious of the right solutions for implementing a process of innovation, from the preliminary phase of creativity to promote diffusion"
6.0,0.978,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","The introduction of the digitalization of the global economy provides opportunities for internationalization and scaling for all types of firms. More and more digital innovations are reducing the international penetration processes timings from years to a few weeks. Many SMEs are unable to internationalize digitally because they were not designed to scale that way in the early stages of their existence and our current understanding of business_model scalability is still under-developed, however, digitalization has created new possibilities for SMEs to scale up and internationalize. The fact about SMEs accomplishes business_model scaling through digitalization is yet to know. Also, a major gap in our current understanding of scaling lies in how digitalization affects firms international growth and whether the business_models of domestic firms differ from those that have internationalized."
6.0,0.975,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","That the consumer wants to purchase high-quality apparel, which satisfies their fitting preferences, in an easy and cost-effective manner. This is not a
problem when it comes to small brick-and-mortar shops where the consumer can touch the fabric, look at the color, try on the apparel, etc. The challenge arises in online apparel stores, where the consumer is able to evaluate the apparel qualities only virtually. Online apparel stores provide consumers with various benefits, such as saving time and money, 24-hour availability, better service in general, a fast (and easy) process of shopping and a greater choice of products compared with brick-and-mortar shops (Monsuwe, Dellaert, & Ruyter, 2004; Loker, Ashdown, Cowie,& Schoenfelder, 2004; Orzan, Iconaru, Popescu, Orzan, & Macovei, 2013)"
6.0,0.9743,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","proposes a completely new Business Model based on new technologies focused on Big Data, Cloud Computing, Intelligent Sensorisation and Embedded Systems, among others, that allow to offer innovative and smart_goods_and_services (e.g. remote installation of maintenance or activation of product upgrades). Thus, a disruptive_innovation that provides the change of almost all the elements of the Business Model is needed. This kind of new Business Models might provide the opportunity to firms to diversify or expand their markets. It also could be implemented parallel to the actual Business Model. In this way, the company could experiment with the new Business Model while the old one still provides revenues."
6.0,0.9727,"ecosystem, platform, innovation, growth, digital, business_model, economy, across, asset, value_proposition","Industries are consequently adjusting to adapt to the continuous usage of data, digital_technologies, and digital_platforms, eventually re-shaping products, work environments, and the economy. This is also fostered through the entrepreneurship active in Digital Business Models. “The culture and spirit around digital innovation” are seen as fundamental to Digital Entrepreneurship. Thereby, new firms are being set up to bring Business Models relating to Digital Innovation and Digital Transformation to the market and add value. They show a high intensity towards optimization, customer interaction, and utilization of Digital Technologies."
7.0,0.9868,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","Designed ecosystems like Nespresso's are increasingly important, owing to the convergence of three big structural changes in our economy. The first is an unprecedented rollback of regulations protecting firms that once had the exclusive privilege of serving particular customer needs. As those protections fall, organizations in other domains are free to partner to provide more-integrated offerings, as when accountancies team up with law firms. The second change is a blurring of the separation between products and services because of regulatory changes and digitization. The latter has also led to offerings with more-modular structures whose components can be recombined in new ways, which in turn has encouraged the rise of product-service bundles provided by networks of interdependent suppliers. The third change involves technology that is revolutionizing how firms can serve their customers. Our dependence on mobile devices, along with the internet's influence on buying patterns, has dramatically expanded the possibilities for linking previously unrelated goods and services -- reinforcing the effects of the first two changes."
7.0,0.9812,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","Digital technologies provide ubiquitous_data, unlimited_connectivity, and massive processing power and can be a game-changer in terms of Product enabler and Business modal innovation. Usage of Digital Platform to generate the ideas like My Starbucks Idea, Fiat Mio, and their success. In the first 5 years, My Starbucks Idea had generated more than 150,000 ideas and the company had implemented 277 of those ideas. No matter how big or small, Starbucks incentivizes customers to submit ideas and engage with the website. Dell's Listening center and Google's chrome are examples of Sentiment analysis, which collects Dell-related topic posts, Sentiments, wishes, and recommendations towards Chrome products. These contribute to further research and continued development of the corresponding products."
7.0,0.9791,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","Organizations feel obligated to tell us ""what"" they do without first explaining ""why."" Understanding the need (the why) before focusing on the outcome is an important part of the design process (the what). If successful, an organization's 'why' can inspire long-term buy-in from employees and customers by resonating on a deeper, emotional level. The 'Golden Circle' concept, developed by Simon Sinek, was used to examine 100 organisations' value_propositions across sixteen industries in order to better understand how they are currently conveying their what, how, and why. When compared to the how and what outcomes, only 24% of organisations explicitly stated their ""why."" This article uses an iterative design method to help firms better understand their value, allowing them to establish their ""why"" from the inside out. This article illustrates why analysing an organization's value_proposition should be at the centre of strategy decisions and communication."
7.0,0.9786,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","New-market disruptions begin with least-demanding tier and compete against non consumption, are specifically focused on creating consumption and are disruptions that create a new value network. These innovations provide products with a different group of features from the mainstream product for customers who “had not owned or used the prior generation of products or services” or new users. Unlike low-end disruptions, new market disruptions do not necessarily compete on lower price, adding that many disruptive changes are hybrids of low-end and new market disruption (e.g. Canon Photocopier). New market disruption into two types: fringe-market low-end encroachment and detached-market low-end encroachment"
7.0,0.9763,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","The paradigm shift towards considering the significance of data as a strategic resource as well as an external view with inter-organizational data sharing are phenomena that just begin to gain research attention in the context of data governance. The rise of ecosystems underlines the need to review data governance from an inter-organizational perspective, as novel forms of collaboration between various actors lack concepts in enforcing governance mechanisms for data and challenge established practices. The dynamics within ecosystems are more complicated and diverse because value-creation processes, governance and ownership structures over data become less transparent."
7.0,0.9743,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","The concepts of BM, BMI, and its relationship with internationalization and entry modes are investigated in this paper. Based on the literature review, a theoretical model is proposed to relate entry modes and the need of business_model innovation. The global market can be considered a volatile environment and the internationalization of a firm through the adoption of any entry mode may lead to the need to innovate or adapt its business_model (BM) to better fit specific contexts of international markets. Even though entry modes have been deeply investigated during the last decades, the relation of business_model innovation (BMI) and entry modes is a new study subject."
7.0,0.9719,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","The immediate concerns of value appropriation, point out that innovation can generate value by asset appreciation (Jacobides, Knudsen, & Augier, 2006: 03). The notions of complementarity and mobility are best treated as independent aspects of co-specialization because they capture distinct economic effects. Complementarity influences the size of the value to be bargained over (some combinations yield higher value, others lower value, depending on their “fit”). In contrast, mobility influences the bargaining power of the asset holders, and thus the division of the value (some assets cannot be replaced other assets can be replaced by numerous equivalents at negligible cost) (Jacobides et al., 2006: 7)."
7.0,0.971,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","In the case of digital archives, micro-level activities can also be combined with aggregated
observations concerning the state of an organization or a field. Actors can be identified, actions can
be tracked and measured on the micro level, including assessments of their discursive strategies.
Snippets can more easily be found on the micro level and related to aggregated patterns such as
turnover growth, the emergence of brokerage firms, and how they differed from traditional actors
such as banks."
7.0,0.969,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","Future research could use a marketing analytics method to collect data over time on how web designers treat high-level navigation. According to a convenience sample of financial planning organisations, the About Us page is typically reserved for biographies and mission statements, and these subpages do not stimulate customers to locate a value_proposition. Nonetheless, the About Us page indicates legitimacy, which is consistent with institutional theory."
7.0,0.9678,"technology, customer, data, disruption, service, entry, digital, change, innovation, cost","Most value_creation was achieved by the value-added manufacturing of industrial and agricultural raw materials. Internal customers were familiar throughout the worth chain, from procurement of raw materials to delivering finished products to external customers. The customer value_proposition was conspicuously absent because there was no formal or conscious mindset that conglomerate's subsidiaries were all customers of each other. Today, this can be mentioned as internal marketing."
8.0,0.9769,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","the value_creation of dispersed innovation is underestimated. While most research explore the impact of dispersed innovation on firm innovativeness by estimating the value stemming mainly from the geographical dispersion of R&D activities, few studies take into account the value resulting from the functional interdependence among R&D and other innovation activities in host locations (Mudambi, Narula, & Santangelo, 2018, p.1.). Given that innovation activities include R&D, engineering, design, and other creative work (OECD, 2018, p.1.), functional interdependence is the interconnectedness of various activities in the same location (Teece, 2014, p.1.). Since functional interdependence can produce complementarity and scope economies for firms to improve performance (Alc´acer & Delgado, 2016,p.1.), we need to consider the value of both geographical dispersion and functional interdependence generated by various innovation activities in host locations."
8.0,0.9763,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","The activities, actors, positions, and links are stable; to the extent that there is change, it is at the level of individual actors or dyads (e.g., new products launched through established channels; rivalry among actors in the same positions) rather than affecting the structural alignment of multilateral positions. In such settings, the ecosystem has the taken-for-granted character of routine-as-truce (i.e., Nelson & Winter, 1982). It is when innovation requires a change in the configuration of these elements that the ecosystem becomes apparent and where consideration of ecosystem dynamics becomes critical for crafting and understanding strategy."
8.0,0.975,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","Consumers are looking for economic benefits such as huge price savings; lowering production/marketing cost when consumer uses Mobile Social Networking to make appointments and place orders. Online review allows consumer easily compare products/services, which save costs, leading to perceived purchase reliability, it is the strongest predictor of loyalty behavior. Convenience of search, access, evaluate, transact, possession, purchase and easy accessibility are two critical customer-perceived value for Mobile Social Networking leading to repurchase intension. Consumers preferred to identify people through phone number, easier to be found and easy access compared to user-ID verification and acceptance."
8.0,0.975,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","Digitalization is having a significant impact on firms by enabling the transformation in their operation and value_propositions. It is also, enhances customer interaction. It helps in removing the international barrier and helps SMEs in international market engagements. It is having a direct impact on competencies for the firms to compete in foreign markets. It becomes easy for the firms to locate investors, required talents, and change agents by creating the network and source of data. Digitalization redesigns the business_model to enable new opportunities along with new value_creations and developing customer_relationships. It facilitates a few companies via adding different services as a complement in product offers to add the support in a broader way."
8.0,0.975,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","Moreover, we suggest that digitalization might facilitate harnessinglatent comparative advantages to diversify trade. Digitalization reduces transaction costs which have been identified as one impeding factor to exploiting latent comparative advantages. Hence, it might be valuable for developing countries to re-assess latent comparative advantages related to digitalization-enabled tasks, products and sectors which exhibit higher growth rates compared to traditional tasks, products and sectors (e.g. due to network and scale effects). "
8.0,0.9743,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","limitations in material choice and lack of flexibility at the suppliers influence the overall communication of the new product meaning. Ambiguous product meanings interfere with clearly addressing the tangible and intangible needs of consumers. Therefore, it hinders consumers from interpreting and understanding the added value of the products,
which prevents companies from capturing this added value. This study demonstrates the need to recognize the different enablers and barriers that influence the innovation of product meanings throughout all phases of the product-development process, to strengthen value_creation for both consumer and company."
8.0,0.9743,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","At inception, a startup might be missing resources in three major areas: human_capital, social_capital, and financial_capital. To fill those holes, “core_founders” can attract cofounders, hires, and/or investors. Cofounders and hires may bring new skills and industry knowledge, have contacts with customers or potential partners, and also contribute financial_capital to help get the startup off the ground. Investors can contribute far more financial_capital than the typical cofounder or hire but, as described below, may vary widely in the amount of other value they might add."
8.0,0.9743,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","In addition to being used to reengineer business processes, create new products, developing new ways of engaging stakeholders and communities, this knowledge can be effectively deployed for developing new Business Models. In particular, the presence of a trained staff who has the ability to technically handle Business Development and recognize its importance as a valuable source of business information, together with the widespread diffusion of a data-driven corporate culture and knowledge management systems capable of collecting, storing, sharing and utilizing the obtained information, gives firms the opportunity to implement new value_creation mechanisms."
8.0,0.9727,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","Cross-border business organisations' career management procedures are crucial in assuring the organization's cross-border sophistication and the advancement of its managers. Understanding how cross-border managers should deal with a range of workers in a variety of cross-border business situations is essential to managing cross-border relationships. In order to deal with cross-border organisations, a manager must grasp the needs of diverse cultures, as well as the strategic aim of their companies and how to communicate that intent globally."
8.0,0.9719,"innovation, crossborder, company, value_creation, ecosystem, system, consumer, business_model, manager, eg","Business models capture how firms ‘do business’. Specifically, they explain how businesses create and secure value (Amit and Zott, 2001; Magretta, 2002, p.1). For new technology-based firms (NTBFs) that are new firms in high-tech industries, business_model development is crucial for firms’ abilities to create and capture value (Chesbrough and Rosenbloom, 2002; Teece, 2010), the commercialisation of their offerings (Dmitriev et al., 2014, p.2.), and, thus, for their performance (Alcalde and Guerrero, 2016; Pucci et al., 2017; Anwar, 2018, p.2.). This model development rarely happens without external assistance, as entrepreneurs (the founders) need to interact with stakeholders to reduce the resource scarcity that is unavoidable in the start-up stages."
9.0,0.985,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Over 66 percent of the world's population (4.92 billion) uses mobile phones, and more than half of them use social media as a result of the digital technology revolution and tremendous expansion of smart phone usage. Mobile social networking has evolved into a critical communication tool, a new trend, a necessity, and a way of life. With information transparency, consumer value shifts quickly, and rapid adaption of similar services in the market place makes it critical for suppliers to keep up with these shifts, which have a direct impact on customer happiness and loyalty. The study considers WeChat (1 billion active users) as the company under study and compares it to WhatsApp (1.5 billion active users) as the main competitor in the industry to establish a value_proposition in the real world. Customers' perceptions of value for mobile social networking services are identified, followed by a critical review of the existing value_proposition of WeChat with Whatsapp to identify gaps, and lastly, a new value_proposition for WeChat is proposed."
9.0,0.9827,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Building on Maslow’s hierarchy of needs, the extant literature suggests that value_propositions can form a hierarchy with economic value_propositions at the most fundamental level, followed by functional, emotional, and, finally, symbolic value_propositions. Economic value_propositions aim to appeal to consumers through price-based value, which is defined as the lowest price among competitive offerings or the best trade-off between benefits and sacrifices. Functional value_propositions appeal to consumers with promises of functional, utilitarian, or physical product performance and benefits that can solve consumers’ problems in efficient, effective, and convenient ways. Emotional value_propositions aim to arouse positive feelings and affective states in consumers. And symbolic value_propositions promise consumers to deliver positive consumption meanings, whether personal or social. In other words, self-expression, social value, and the meanings behind consumption are major drivers of consumption behavior."
9.0,0.9827,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Work has become more flexible as a result of digital_technologies, and the lines between work and free time have blurred (Grönlund & Öun, 2018). This presents both opportunities and challenges for women in terms of balancing career and family obligations. Flexible employment, in combination with the increased use of digital_technologies, may have a good impact on women's work-life balance. Because technologies might be viewed as tools or strategies for completing specific tasks, they have no intrinsic worth and must be integrated into social contexts that are frequently dynamic and gender-based. According to Huyer and Sikoska (2003), women must be persuaded that ICTs are beneficial to them. In addition, because today's ICTs aren't gender-neutral, they aren't always acceptable for women's requirements (Huyer & Sikoska, 2003); at least not without proper adaption."
9.0,0.9795,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Business model innovation (BMI) refers to the look for new business logic and new ways to make and capture value for stakeholders. It focuses totally on finding new ways to come up with revenues and define value_propositions for customers, suppliers and partners. Due to the ever-increasing pace of technological developments and access to new technologies, alliances became a critical competitive advantage in many industries. While checking out BMI opportunities, incumbents are increasingly venturing into new business segments. Against the background of an absence of experience and/or resources, firms searched for partners to get access to necessary resources. We call such an alliance a business_model innovation alliance (BMIA)."
9.0,0.9775,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Disruptive innovation as: An innovation process in which technologies, products or services are initially inferior than those provided by incumbents in the attributes that mainstream consumers value, but these technologies, products or services can attract and satisfy the consumers in low-end or new_markets with advantages in performance attributes (such as being cheap, simple, or convenient) that these consumers value but which at the same time are neglected by mainstream markets. Over time, through incremental improvement of technology or process, a disruptive_innovation gradually satisfies the needs of mainstream consumers, so as to attain certain market share from or even replace incumbents in mainstream markets."
9.0,0.9763,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Companies with disruptive value_propositions target emerging customer segments rooted in low-end or new_markets. Hence, companies continuously innovate their value_propositions to move upmarket and attract an increasing share of the mainstream market.. Market disruption occurs when the business_model’s value_proposition is brought into the mainstream market. Thus, DI is a market-side phenomenon related to how appealing a value_proposition is initially to niche customers, and how a company is able to continuously innovate the value_proposition to attract larger shares from mainstream customer segments."
9.0,0.9763,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Managing a “portfolio of diverse value_propositions” requires the development of company capabilities that can configure internal and external resources in a way to deliver promises made to the different external stakeholders, as well as achieve the objectives of the company’s master scaling plan. New companies that wish to scale rapidly require value_proposition development capabilities that go beyond the ones required by companies that have small or moderate growth objectives. Diverse value_propositions, all having a logic to scale early and rapidly since inception, must be developed. Each value_proposition must then be aligned with the value_propositions of all other key stakeholders, as well as with the new company’s pathway to scale."
9.0,0.9743,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Low-end disruptions are those that attack the least-profitable and most over-served customers, begin in a low-end market, with inferior performance as regards traditional attributes and by offering a low price and design simplicity. These innovations are designed for customers for whom the incumbent’s offer provides excess functionality at unaffordable prices. Such disruptions are associated with the strategies of opportunities discovery. Incumbents pay less attention to less-discerning customers and typically offer their products to their most profitable, more discerning customers"
9.0,0.9735,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Case studies have well-described how digitalization affects business_models as per (Neubert, 2017 & 2018). Based on this understanding, digitalization's role in defining an SME's competitive advantages, as well as its interaction with other factors, is vital to their planning and decision-making. In order for SMEs to accelerate their internationalization, it is important to understand the relationships between digitalization, various resources, and the capabilities that give a firm a competitive advantage. The major goal of this research is to look at how digitalization affects SMEs and to construct a model for the factors that influence SMEs' competitiveness in international marketplaces, with a focus on digitalization, resources, and competencies."
9.0,0.9735,"value_propositions, customer, value_proposition, company, resource, business_model, technology, consumer, startup, stakeholder","Organizations should clearly articulate, and, when needed, change the value_proposition – the value created for users by an offering based on technology. A remarkable value_proposition focusses on jobs, pains, and gains that matter to customers and achieves those exceedingly well. It is vital to identify how the organization helps customers perform a specific job that alternative offerings do not address. The value_proposition dimension contains a portfolio of solutions for customers and how they are offered. The dominant business_model is vulnerable to anyone who can use technology to create a better value_proposition for multiple_stakeholders."
